HHNUM,PERCENT_FEMALE,PR_SEX,AVG_AGE_R,PR_AGE_R,HISPANIC,MODE_RACECAT_R,ALT_PNUM,PROP_WHITE,PROP_BLACK,PROP_OTHER,PROP_NARACE,EDUCCAT,PR_EDUCCAT,NCIMMIGRANT_ANY,NCIMMIGRANT_EVERY,NCHILDREN,NADULTS,DISABLED
104514,1.0,1,66.25,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
104525,0.3333333333333333,1,29.5,47.5,1.0,1,6,1.0,0.0,0.0,0.0,2,3,1,0,2,4,0
104538,0.0,0,27.5,27.5,1.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104539,0.5,1,76.5,68,1.0,3,2,0.0,0.0,1.0,0.0,1,1,0,0,0,2,0
104540,0.5,0,85.0,85,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
104542,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104545,1.0,1,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0
104551,1.0,1,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,0,1,0
104552,0.75,1,32.375,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,1,3,0
104553,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
104555,0.3333333333333333,0,17.666666666666668,27.5,0.0,2,3,0.0,1.0,0.0,0.0,1,1,0,0,1,2,0
104562,1.0,1,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,1,1,1,1,0,1,0
104564,0.75,1,21.125,27.5,1.0,3,4,0.0,0.0,1.0,0.0,1,1,0,0,2,2,0
104570,0.75,1,28.5,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
104572,0.8333333333333334,1,16.916666666666668,47.5,0.0,1,6,1.0,0.0,0.0,0.0,2,3,0,0,4,2,0
104574,0.75,1,29.0,27.5,0.25,1,4,1.0,0.0,0.0,0.0,3,3,0,0,1,3,0
104575,1.0,1,13.0,27.5,0.0,2,3,0.0,1.0,0.0,0.0,3,3,0,0,2,1,0
104588,0.5,1,62.5,62.5,0.0,1,2,1.0,0.0,0.0,0.0,1,2,0,0,0,2,0
104596,1.0,1,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0
104607,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104609,1.0,1,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,2,2,0,0,0,1,0
104610,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,1
104613,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104614,0.1111111111111111,1,21.11111111111111,47.5,0.0,1,9,1.0,0.0,0.0,0.0,1,1,0,0,6,3,0
104625,0.0,0,47.5,47.5,0.0,2,1,0.0,1.0,0.0,0.0,2,2,0,0,0,1,0
104635,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,0,1,1
104644,0.0,0,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,1,1,1,1,0,1,0
104656,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
104663,0.5,1,68.0,68,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
104667,0.6,1,28.6,47.5,0.0,2,5,0.0,1.0,0.0,0.0,1,1,0,0,2,3,1
104668,0.5,1,21.583333333333332,47.5,0.0,1,6,1.0,0.0,0.0,0.0,1,1,0,0,4,2,0
104669,0.4,0,28.2,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,3,0,0,2,3,0
104671,0.75,1,23.125,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
104675,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
104676,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104677,0.0,0,33.25,47.5,0.0,1,2,0.5,0.0,0.5,0.0,2,2,0,0,0,2,0
104691,1.0,1,62.5,62.5,0.0,2,1,0.0,1.0,0.0,0.0,1,1,1,1,0,1,0
104695,0.2,1,27.5,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,3,2,0
104697,0.0,0,19.0,19,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104699,1.0,1,28.166666666666668,27.5,0.0,3,3,0.3333333333333333,0.0,0.6666666666666666,0.0,1,2,0,0,1,2,1
104701,0.5,0,37.5,47.5,1.0,1,4,1.0,0.0,0.0,0.0,1,3,1,0,0,4,0
104719,0.4,0,22.3,47.5,0.0,1,5,1.0,0.0,0.0,0.0,2,2,0,0,3,2,0
104727,1.0,1,66.25,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,1
104730,1.0,1,47.5,47.5,0.0,2,1,0.0,1.0,0.0,0.0,2,2,0,0,0,1,0
104731,0.75,1,30.5,47.5,1.0,1,4,1.0,0.0,0.0,0.0,1,1,1,0,2,2,0
104734,0.3333333333333333,1,18.333333333333332,27.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
104751,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104757,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
104763,0.5,1,29.75,27.5,1.0,3,4,0.0,0.0,1.0,0.0,1,1,0,0,1,3,0
104768,0.5,1,47.5,47.5,0.0,3,2,0.5,0.0,0.5,0.0,1,1,0,0,0,2,0
104770,0.3333333333333333,1,18.666666666666668,27.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
104773,0.5,0,10.5,27.5,0.0,2,4,0.0,1.0,0.0,0.0,2,2,0,0,3,1,0
104777,0.75,1,10.5,27.5,0.0,2,4,0.0,1.0,0.0,0.0,2,2,0,0,3,1,0
104779,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
104784,0.0,0,30.5,47.5,0.0,2,2,0.0,1.0,0.0,0.0,2,2,0,0,1,1,0
104786,0.5,1,57.0,68,0.0,2,4,0.0,1.0,0.0,0.0,3,3,0,0,0,4,0
104789,0.8,1,22.9,27.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,3,2,0
104791,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104792,0.3333333333333333,0,65.0,62.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
104795,0.75,1,19.75,47.5,1.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
104801,0.0,0,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,2,2,0,0,0,1,0
104802,0.25,1,19.5,27.5,0.0,3,4,0.0,0.0,1.0,0.0,1,1,1,0,2,2,0
104818,1.0,1,68.0,68,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
104825,0.75,1,22.375,47.5,1.0,1,4,1.0,0.0,0.0,0.0,3,3,0,0,2,2,0
104827,0.3333333333333333,1,29.5,47.5,0.0,2,3,0.0,1.0,0.0,0.0,3,3,0,0,1,2,0
104828,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104838,0.75,1,29.5,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
104839,0.0,0,18.5,27.5,0.0,3,2,0.0,0.0,1.0,0.0,1,1,0,0,1,1,0
104840,0.6666666666666666,0,40.833333333333336,47.5,1.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
104850,0.5,1,28.5,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
104857,0.5,1,45.0,62.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
104860,0.0,0,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
104863,0.6666666666666666,1,33.166666666666664,62.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
104864,0.4444444444444444,1,20.666666666666668,47.5,1.0,3,9,0.0,0.0,1.0,0.0,2,3,1,0,6,3,0
104869,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
104872,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,0,1,0
104874,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,1
104877,0.6666666666666666,1,47.333333333333336,47.5,1.0,1,3,1.0,0.0,0.0,0.0,3,3,1,0,1,2,0
104879,0.5,1,73.75,62.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
104881,0.0,0,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104887,0.5,0,47.5,47.5,0.0,2,2,0.0,1.0,0.0,0.0,1,2,0,0,0,2,0
104888,0.5,0,37.5,27.5,0.0,2,2,0.0,0.5,0.5,0.0,2,2,0,0,0,2,0
104898,1.0,1,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
104901,0.0,0,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104903,0.0,0,32.0,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,1,1,1
104904,0.6,0,26.4,47.5,1.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,2,3,0
104914,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104917,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104921,0.2857142857142857,1,15.285714285714286,27.5,0.7142857142857143,1,7,0.8571428571428571,0.0,0.14285714285714285,0.0,2,3,0,0,5,2,0
104924,0.6666666666666666,0,40.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,2,0,0,0,3,1
104928,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
104929,0.25,0,30.375,27.5,0.0,1,4,1.0,0.0,0.0,0.0,1,2,0,0,0,4,0
104932,0.3333333333333333,1,40.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,1
104938,1.0,1,68.0,68,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
104941,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,1
104949,0.3333333333333333,1,72.5,85,0.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,0,3,0
104953,0.4,1,24.9,47.5,1.0,1,5,1.0,0.0,0.0,0.0,2,2,0,0,3,2,0
104960,0.6,1,24.0,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,3,2,0
104966,0.25,1,14.75,27.5,1.0,1,4,1.0,0.0,0.0,0.0,2,2,1,0,2,2,0
104967,0.5,1,14.25,27.5,0.0,2,2,0.0,1.0,0.0,0.0,1,1,0,0,1,1,0
104972,1.0,1,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
104973,1.0,1,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,2,2,0,0,0,1,0
104989,0.3333333333333333,1,14.5,27.5,1.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,2,1,0
104990,0.3333333333333333,0,40.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,0,3,1
104997,0.25,1,25.5,47.5,1.0,3,4,0.0,0.0,1.0,0.0,1,1,0,0,2,2,0
105000,0.3333333333333333,1,34.833333333333336,47.5,1.0,3,3,0.0,0.0,1.0,0.0,1,1,0,0,1,2,0
105006,0.5,1,31.25,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
105012,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105015,0.6666666666666666,1,25.333333333333332,47.5,0.0,2,3,0.0,1.0,0.0,0.0,1,1,0,0,1,2,0
105016,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105020,0.6666666666666666,1,40.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
105023,1.0,1,32.75,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
105025,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
105028,1.0,1,47.5,47.5,0.0,2,1,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0
105034,0.5,1,68.0,68,0.0,1,2,1.0,0.0,0.0,0.0,1,3,0,0,0,2,0
105055,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,1
105058,0.3333333333333333,1,37.666666666666664,47.5,0.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,0,3,0
105062,1.0,1,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,2,2,1,1,0,1,0
105070,0.6666666666666666,1,32.666666666666664,47.5,0.0,3,3,0.0,0.0,1.0,0.0,1,1,0,0,1,2,0
105072,0.5,0,57.75,68,0.0,1,2,1.0,0.0,0.0,0.0,3,3,0,0,0,2,0
105080,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
105084,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
105085,0.0,0,47.5,47.5,0.0,2,1,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0
105089,0.5,1,15.25,27.5,0.0,1,4,1.0,0.0,0.0,0.0,2,2,0,0,3,1,0
105093,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
105095,0.6666666666666666,1,49.666666666666664,85,0.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,1,2,0
105100,0.25,1,27.75,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
105101,0.5,0,76.5,85,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
105113,0.4,1,12.8,27.5,1.0,3,5,0.0,0.0,1.0,0.0,3,3,0,0,4,1,0
105120,0.5,1,85.0,85,0.0,3,2,0.0,0.0,1.0,0.0,2,2,0,0,0,2,0
105122,1.0,1,68.0,68,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
105123,1.0,1,45.0,62.5,0.0,2,2,0.0,1.0,0.0,0.0,1,1,0,0,0,2,0
105131,0.0,0,68.0,68,1.0,1,1,1.0,0.0,0.0,0.0,3,3,1,1,0,1,0
105135,0.5,1,85.0,85,0.0,1,2,1.0,0.0,0.0,0.0,3,3,0,0,0,2,0
105141,0.5,1,32.75,47.5,0.0,2,2,0.0,1.0,0.0,0.0,3,3,0,0,0,2,0
105142,0.75,1,36.0,62.5,0.0,1,4,1.0,0.0,0.0,0.0,1,3,0,0,2,2,0
105153,1.0,1,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,1,1,1,1,0,1,0
105163,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105167,0.0,0,47.5,47.5,0.0,3,1,0.0,0.0,1.0,0.0,2,2,0,0,0,1,0
105168,1.0,1,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105175,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105176,0.3333333333333333,1,29.5,47.5,0.0,2,3,0.0,1.0,0.0,0.0,1,1,0,0,1,2,0
105177,0.6,1,12.6,27.5,1.0,3,5,0.0,0.0,1.0,0.0,1,1,0,0,3,2,0
105178,0.3333333333333333,1,28.166666666666668,27.5,0.0,1,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,1,0,0,1,2,0
105181,0.5,0,85.0,85,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
105183,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105201,1.0,1,55.0,62.5,0.5,1,2,1.0,0.0,0.0,0.0,1,2,0,0,0,2,0
105206,0.6666666666666666,0,18.666666666666668,27.5,1.0,1,3,1.0,0.0,0.0,0.0,1,1,1,0,1,2,0
105211,0.5,1,38.875,47.5,1.0,1,4,1.0,0.0,0.0,0.0,1,1,1,0,2,2,0
105220,1.0,1,30.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,3,3,0,0,1,1,0
105221,0.3333333333333333,1,12.0,27.5,0.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,2,1,0
105222,0.75,1,25.25,47.5,0.75,3,4,0.25,0.0,0.75,0.0,1,1,0,0,2,2,0
105231,0.5,0,27.0,47.5,0.0,1,2,0.5,0.0,0.5,0.0,1,1,0,0,1,1,0
105235,0.3333333333333333,1,37.166666666666664,47.5,0.0,2,3,0.0,1.0,0.0,0.0,1,1,0,0,1,2,0
105237,0.5,1,37.5,27.5,0.0,2,2,0.0,1.0,0.0,0.0,1,1,0,0,0,2,0
105239,1.0,1,47.5,47.5,0.0,2,1,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0
105241,0.5,1,14.25,27.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,1,1,0
105253,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105255,0.0,0,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,1,1,1,1,0,1,0
105256,0.75,1,9.375,27.5,1.0,2,4,0.0,1.0,0.0,0.0,1,1,0,0,3,1,0
105259,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,0,1,1
105266,1.0,1,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,0,1,0
105272,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
105275,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105284,1.0,1,20.333333333333332,47.5,1.0,1,3,1.0,0.0,0.0,0.0,1,1,1,0,2,1,0
105285,0.6666666666666666,1,21.5,27.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
105288,0.5,1,85.0,85,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
105292,0.6666666666666666,1,16.833333333333332,27.5,1.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,2,1,0
105304,1.0,1,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
105308,0.75,1,39.125,47.5,1.0,3,4,0.0,0.0,1.0,0.0,2,3,0,0,1,3,0
105309,0.3333333333333333,1,18.916666666666668,27.5,1.0,3,6,0.0,0.0,1.0,0.0,1,1,1,0,3,3,0
105311,0.6666666666666666,1,34.166666666666664,27.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,1,0,0,3,0
105325,0.4,0,45.3,19,1.0,1,5,1.0,0.0,0.0,0.0,3,3,1,0,0,5,0
105331,0.5,1,37.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
105332,0.75,1,49.125,47.5,0.0,3,4,0.0,0.0,1.0,0.0,1,1,0,0,1,3,0
105335,0.3333333333333333,1,72.5,85,0.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,0,3,0
105344,0.0,0,27.5,27.5,0.0,2,2,0.0,1.0,0.0,0.0,1,2,0,0,0,2,0
105350,0.5,1,27.0,47.5,0.0,2,2,0.0,1.0,0.0,0.0,2,2,0,0,1,1,0
105361,1.0,1,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,1,1,1,1,0,1,0
105362,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,1
105364,0.0,0,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,2,2,0,0,0,1,0
105367,0.5,1,55.0,62.5,0.0,2,2,0.0,1.0,0.0,0.0,1,2,0,0,0,2,0
105374,0.8,0,37.5,47.5,0.0,2,5,0.0,1.0,0.0,0.0,1,2,0,0,2,3,0
105377,0.8,1,14.6,27.5,0.0,1,5,1.0,0.0,0.0,0.0,2,3,1,0,3,2,0
105378,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105380,0.4,1,13.5,27.5,0.0,1,5,1.0,0.0,0.0,0.0,1,2,0,0,3,2,0
105383,0.75,1,12.125,27.5,0.75,1,4,1.0,0.0,0.0,0.0,1,1,0,0,3,1,0
105385,0.5,1,15.666666666666666,27.5,1.0,3,6,0.0,0.0,1.0,0.0,3,3,1,0,4,2,0
105386,1.0,1,85.0,85,0.0,2,1,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0
105392,0.3333333333333333,1,40.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
105405,1.0,1,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
105407,0.4,1,24.4,47.5,1.0,1,5,1.0,0.0,0.0,0.0,1,1,1,0,3,2,0
105410,1.0,1,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105420,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,1,0,0,2,0
105421,0.5,0,62.5,62.5,0.0,3,2,0.0,0.0,1.0,0.0,1,1,0,0,0,2,0
105423,0.5,0,17.916666666666668,47.5,0.0,1,6,1.0,0.0,0.0,0.0,2,2,0,0,3,3,0
105424,0.5,1,30.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,3,3,0,0,1,1,0
105426,0.4,1,17.3,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,2,0,0,3,2,0
105427,0.5,1,65.25,62.5,0.0,3,2,0.0,0.0,1.0,0.0,1,1,0,0,0,2,0
105433,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,1
105437,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,3,3,0,0,0,2,0
105441,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105454,0.75,1,30.25,47.5,1.0,1,4,1.0,0.0,0.0,0.0,1,2,0,0,2,2,0
105460,0.5,1,22.125,47.5,0.0,3,4,0.0,0.0,1.0,0.0,1,1,0,0,2,2,0
105461,0.0,0,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105468,0.2,1,22.8,27.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,2,3,0
105477,1.0,1,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0
105479,1.0,1,68.0,68,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105491,0.0,0,27.5,27.5,0.0,2,2,0.0,1.0,0.0,0.0,2,2,0,0,0,2,0
105494,1.0,1,57.75,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
105495,0.5,1,16.0,27.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
105500,0.0,0,23.5,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,2,1,0
105503,0.3333333333333333,1,19.666666666666668,27.5,1.0,1,3,1.0,0.0,0.0,0.0,3,3,1,0,1,2,0
105522,1.0,1,28.5,47.5,1.0,1,2,1.0,0.0,0.0,0.0,3,3,0,0,1,1,0
105523,1.0,1,25.833333333333332,47.5,0.0,1,3,0.6666666666666666,0.0,0.3333333333333333,0.0,3,3,0,0,2,1,0
105539,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105540,0.5,1,85.0,85,0.0,1,2,1.0,0.0,0.0,0.0,1,3,0,0,0,2,0
105554,0.3333333333333333,0,37.166666666666664,47.5,0.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,1,2,0
105558,0.5,1,23.25,19,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
105561,0.6666666666666666,0,18.666666666666668,27.5,0.0,3,3,0.0,0.0,1.0,0.0,1,1,1,0,1,2,0
105564,0.3333333333333333,1,37.666666666666664,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,1,0,0,3,0
105566,0.0,0,47.5,47.5,1.0,1,1,1.0,0.0,0.0,0.0,3,3,1,1,0,1,0
105574,1.0,1,47.75,68,0.0,2,2,0.0,1.0,0.0,0.0,1,2,1,0,0,2,0
105576,0.4,1,25.5,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,3,2,0
105580,0.0,0,68.0,68,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
105588,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105591,1.0,1,27.5,27.5,1.0,1,1,1.0,0.0,0.0,0.0,1,1,1,1,0,1,0
105592,0.0,0,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,1,1,1,1,0,1,0
105600,0.625,1,38.5625,47.5,0.0,3,8,0.0,0.0,1.0,0.0,1,1,1,0,2,6,0
105603,0.75,1,22.875,47.5,1.0,1,4,1.0,0.0,0.0,0.0,2,2,1,0,2,2,0
105608,1.0,1,47.5,47.5,0.0,2,1,0.0,1.0,0.0,0.0,2,2,0,0,0,1,0
105610,0.5,0,32.0,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,1,1,0
105615,0.5,1,28.5,47.5,0.0,2,2,0.0,1.0,0.0,0.0,3,3,0,0,1,1,0
105627,0.6666666666666666,1,18.333333333333332,27.5,0.0,2,3,0.0,1.0,0.0,0.0,1,1,0,0,1,2,0
105628,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105632,1.0,1,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
105643,0.42857142857142855,1,19.357142857142858,47.5,1.0,1,7,1.0,0.0,0.0,0.0,2,3,1,0,4,3,0
105644,0.6666666666666666,1,15.833333333333334,47.5,0.6666666666666666,1,3,1.0,0.0,0.0,0.0,1,1,0,0,2,1,0
105645,0.5,1,47.5,47.5,0.5,1,2,0.5,0.0,0.5,0.0,1,1,0,0,0,2,0
105649,1.0,1,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
105652,0.5,0,66.25,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
105657,0.5,1,85.0,85,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
105669,0.6666666666666666,1,20.333333333333332,47.5,0.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,2,1,0
105676,0.75,1,23.5,47.5,1.0,1,4,1.0,0.0,0.0,0.0,2,3,0,0,1,3,0
