HHNUM,PERCENT_FEMALE,PR_SEX,AVG_AGE_R,PR_AGE_R,HISPANIC,MODE_RACECAT_R,ALT_PNUM,PROP_WHITE,PROP_BLACK,PROP_OTHER,PROP_NARACE,EDUCCAT,PR_EDUCCAT,NCIMMIGRANT_ANY,NCIMMIGRANT_EVERY,NCHILDREN,NADULTS,DISABLED
100012,0.4,0,29.1,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,2,0,0,2,3,0
100015,0.0,0,62.5,62.5,0.0,2,1,0.0,1.0,0.0,0.0,2,2,0,0,0,1,0
100024,0.5,1,32.0,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,1,1,0
100026,0.5,1,27.5,27.5,0.0,1,2,1.0,0.0,0.0,0.0,3,3,0,0,0,2,0
100028,0.3333333333333333,1,26.583333333333332,47.5,0.0,1,6,1.0,0.0,0.0,0.0,3,3,0,0,2,4,1
100031,0.5,1,65.25,68,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100040,0.5,0,57.75,47.5,1.0,3,2,0.0,0.0,1.0,0.0,1,1,0,0,0,2,0
100049,0.0,0,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,1,1,1,1,0,1,0
100053,1.0,1,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100054,0.25,0,20.5,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
100055,0.5,1,14.0,27.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
100059,0.25,0,14.25,27.5,1.0,1,4,1.0,0.0,0.0,0.0,1,1,1,0,2,2,0
100060,0.5,1,47.5,47.5,0.0,2,2,0.0,1.0,0.0,0.0,3,3,0,0,0,2,1
100061,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100067,0.2,0,10.2,27.5,0.0,1,5,0.8,0.0,0.2,0.0,1,1,0,0,4,1,0
100069,0.5,1,37.75,47.5,0.25,3,4,0.25,0.0,0.75,0.0,1,1,0,0,1,3,0
100073,0.5,1,66.25,85,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100074,0.3333333333333333,1,34.166666666666664,47.5,0.6666666666666666,1,3,1.0,0.0,0.0,0.0,2,2,0,0,0,3,0
100076,0.6666666666666666,1,13.0,27.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,2,1,0
100083,1.0,1,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
100088,0.6666666666666666,1,34.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
100093,0.8,1,22.0,27.5,0.0,3,5,0.2,0.0,0.8,0.0,1,1,0,0,3,2,0
100095,1.0,1,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,0,1,0
100104,0.6666666666666666,0,19.333333333333332,27.5,0.0,3,3,0.3333333333333333,0.0,0.6666666666666666,0.0,2,2,0,0,1,2,0
100106,0.6666666666666666,1,16.833333333333332,27.5,0.0,1,3,0.6666666666666666,0.0,0.3333333333333333,0.0,1,1,0,0,2,1,0
100107,0.5,1,34.375,47.5,0.0,1,4,1.0,0.0,0.0,0.0,3,3,0,0,1,3,0
100110,0.6,1,33.6,47.5,0.0,1,5,1.0,0.0,0.0,0.0,2,2,0,0,0,5,1
100114,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100128,0.5,1,85.0,85,0.0,1,2,1.0,0.0,0.0,0.0,3,3,0,0,0,2,0
100132,0.6666666666666666,1,21.416666666666668,47.5,1.0,3,6,0.0,0.0,1.0,0.0,1,1,1,0,3,3,0
100135,1.0,1,16.5,16.5,0.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,1,0,0
100138,0.42857142857142855,1,16.357142857142858,27.5,0.0,1,7,1.0,0.0,0.0,0.0,2,3,0,0,5,2,0
100140,0.6,1,25.7,47.5,1.0,3,5,0.0,0.0,1.0,0.0,3,3,1,0,2,3,0
100146,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100148,0.6,1,23.2,47.5,1.0,3,5,0.0,0.0,1.0,0.0,1,3,0,0,2,3,0
100150,1.0,1,39.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,3,3,0,0,1,2,0
100151,0.2,0,14.3,27.5,0.0,2,5,0.0,1.0,0.0,0.0,1,1,0,0,3,2,0
100155,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100158,0.5,1,36.0,47.5,0.0,3,10,0.0,0.0,1.0,0.0,1,1,0,0,3,7,1
100159,1.0,1,22.5,47.5,1.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,2,1,1
100162,0.0,0,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0
100163,0.6666666666666666,1,33.166666666666664,27.5,1.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,1,2,0
100167,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,0,1,0
100174,0.3333333333333333,1,30.5,47.5,0.0,1,3,0.6666666666666666,0.0,0.3333333333333333,0.0,3,3,0,0,1,2,0
100183,0.8,1,25.9,47.5,0.0,1,5,0.8,0.0,0.2,0.0,2,2,0,0,2,3,0
100186,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
100188,1.0,1,66.25,85,1.0,1,2,1.0,0.0,0.0,0.0,1,1,1,0,0,2,0
100192,0.6666666666666666,1,16.083333333333332,47.5,0.0,1,6,1.0,0.0,0.0,0.0,1,1,1,0,4,2,0
100194,0.5,1,30.375,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,0,4,0
100197,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100203,0.6666666666666666,1,39.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
100207,0.5,1,25.25,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,1,1,0
100209,0.6,1,31.6,47.5,1.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,1,4,0
100210,0.4,1,28.8,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,2,3,0
100214,0.5,1,47.5,47.5,1.0,3,2,0.0,0.0,1.0,0.0,3,3,1,1,0,2,0
100220,0.5,1,21.0,47.5,0.0,3,4,0.25,0.0,0.75,0.0,1,1,0,0,3,1,0
100223,0.75,1,29.5,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,1,0,2,2,0
100225,0.5,1,66.25,85,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
100228,0.3333333333333333,1,40.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
100229,0.6,0,18.1,47.5,0.0,3,5,0.2,0.0,0.8,0.0,1,1,0,0,3,2,0
100231,0.5,1,47.5,47.5,0.5,1,2,0.5,0.0,0.5,0.0,2,2,0,0,0,2,0
100238,0.5,1,55.0,62.5,1.0,1,2,1.0,0.0,0.0,0.0,3,3,0,0,0,2,0
100240,0.7142857142857143,1,17.214285714285715,47.5,0.7142857142857143,1,7,1.0,0.0,0.0,0.0,1,1,0,0,5,2,1
100244,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,2,0,0,0,2,0
100246,0.25,0,37.5,27.5,0.0,2,4,0.0,1.0,0.0,0.0,2,2,0,0,0,4,0
100255,0.75,1,44.375,47.5,1.0,1,8,1.0,0.0,0.0,0.0,1,2,0,0,0,8,0
100262,0.0,0,47.5,47.5,1.0,3,1,0.0,0.0,1.0,0.0,2,2,0,0,0,1,0
100267,0.4,1,27.4,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,2,3,0
100268,0.5,0,59.125,85,1.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,0,4,0
100272,0.5,1,29.5,47.5,1.0,1,4,1.0,0.0,0.0,0.0,3,3,1,0,2,2,0
100273,0.5,1,15.25,27.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
100274,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100276,0.5,1,76.5,68,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
100283,0.5,0,66.25,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,1
100284,1.0,1,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
100286,0.0,0,37.5,27.5,0.0,1,2,1.0,0.0,0.0,0.0,1,2,0,0,0,2,0
100287,0.6666666666666666,1,24.5,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,2,1,0
100292,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,2,0,0,0,2,0
100295,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100296,0.0,0,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0
100297,0.6666666666666666,1,17.555555555555557,47.5,1.0,1,9,1.0,0.0,0.0,0.0,1,3,1,0,5,4,0
100304,0.4,0,33.6,27.5,0.0,3,5,0.0,0.0,1.0,0.0,1,1,0,0,0,5,0
100305,1.0,1,32.0,47.5,1.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,1,1,0
100317,0.25,1,20.625,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
100319,0.6,0,37.9,27.5,0.0,3,5,0.0,0.0,1.0,0.0,1,1,0,0,0,5,0
100322,0.3333333333333333,0,65.83333333333333,85,0.3333333333333333,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
100323,0.25,1,24.5,27.5,1.0,1,4,0.75,0.0,0.25,0.0,1,1,0,0,2,2,1
100324,0.8,1,17.3,47.5,1.0,2,5,0.0,1.0,0.0,0.0,1,1,0,0,3,2,1
100325,1.0,1,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,0,1,0
100330,0.6666666666666666,1,20.5,27.5,0.0,3,3,0.0,0.0,1.0,0.0,1,1,1,0,1,2,0
100337,0.5,1,37.5,47.5,1.0,1,2,1.0,0.0,0.0,0.0,1,3,0,0,0,2,0
100339,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
100341,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100350,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
100360,0.5,0,73.75,85,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
100361,0.6666666666666666,0,45.833333333333336,62.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
100363,0.75,1,51.375,62.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,0,4,0
100368,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,1
100369,0.5,1,76.5,68,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100373,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100380,0.5,1,73.75,62.5,0.0,1,2,1.0,0.0,0.0,0.0,1,3,0,0,0,2,0
100381,0.5,1,65.25,68,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100384,0.5,1,76.5,68,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100389,0.5,0,85.0,85,0.0,1,2,1.0,0.0,0.0,0.0,1,2,0,0,0,2,0
100391,0.6666666666666666,1,19.333333333333332,27.5,0.0,2,3,0.0,1.0,0.0,0.0,1,1,0,0,1,2,0
100406,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,1
100408,0.5,0,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
100409,0.5,1,49.583333333333336,47.5,1.0,1,6,1.0,0.0,0.0,0.0,1,2,1,0,0,6,0
100419,0.5,0,76.5,85,1.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
100426,0.3333333333333333,1,25.666666666666668,27.5,1.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
100436,0.5714285714285714,0,20.357142857142858,47.5,1.0,1,7,1.0,0.0,0.0,0.0,3,3,1,0,5,2,0
100438,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100442,0.5,1,62.5,62.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100444,0.0,0,15.875,27.5,1.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
100446,1.0,1,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100447,1.0,1,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,1,1,1,1,0,1,0
100449,0.3333333333333333,0,12.666666666666666,27.5,0.0,2,3,0.0,0.6666666666666666,0.3333333333333333,0.0,2,2,0,0,2,1,0
100456,1.0,1,22.166666666666668,47.5,0.0,1,3,1.0,0.0,0.0,0.0,3,3,0,0,2,1,0
100457,0.6666666666666666,1,40.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
100458,0.5,0,55.0,62.5,0.0,1,2,1.0,0.0,0.0,0.0,2,3,0,0,0,2,0
100459,0.0,0,76.5,68,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100460,0.6666666666666666,1,32.666666666666664,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
100461,0.5,1,30.5,47.5,0.0,1,4,1.0,0.0,0.0,0.0,3,3,0,0,2,2,0
100464,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100476,0.5,0,62.5,62.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100485,0.4,1,17.3,27.5,1.0,1,5,1.0,0.0,0.0,0.0,2,2,1,0,3,2,0
100486,0.6666666666666666,0,37.166666666666664,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
100487,0.25,1,34.0,47.5,0.0,2,4,0.0,1.0,0.0,0.0,1,1,0,0,1,3,0
100489,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100490,0.75,1,23.5,27.5,0.0,1,4,1.0,0.0,0.0,0.0,2,2,0,0,2,2,0
100493,0.6666666666666666,1,34.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
100494,0.0,0,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0
100499,0.0,0,27.5,27.5,1.0,1,2,1.0,0.0,0.0,0.0,3,3,1,1,0,2,0
100501,0.0,0,47.5,47.5,0.0,2,1,0.0,1.0,0.0,0.0,2,2,0,0,0,1,0
100502,0.6666666666666666,1,23.25,27.5,0.0,1,6,1.0,0.0,0.0,0.0,2,2,0,0,3,3,1
100504,0.5,1,85.0,85,0.0,3,2,0.5,0.0,0.5,0.0,1,1,0,0,0,2,0
100506,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
100509,0.5,0,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
100513,0.5,1,85.0,85,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
100514,0.6666666666666666,0,22.166666666666668,47.5,0.0,2,3,0.0,1.0,0.0,0.0,3,3,0,0,2,1,0
100520,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,1
100525,0.25,1,18.5,27.5,0.0,2,4,0.0,1.0,0.0,0.0,1,1,0,0,2,2,0
100529,0.5,1,15.0,27.5,0.0,2,4,0.0,1.0,0.0,0.0,1,1,0,0,2,2,0
100533,0.5,1,85.0,85,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100534,0.6666666666666666,1,28.166666666666668,47.5,0.0,2,3,0.0,1.0,0.0,0.0,3,3,0,0,1,2,1
100536,0.5,1,16.25,27.5,0.0,2,2,0.0,1.0,0.0,0.0,1,1,0,0,1,1,0
100539,0.6666666666666666,0,21.166666666666668,47.5,0.0,1,3,1.0,0.0,0.0,0.0,3,3,0,0,2,1,0
100545,1.0,1,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
100554,0.0,0,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100557,0.8571428571428571,1,10.071428571428571,27.5,0.2857142857142857,1,7,1.0,0.0,0.0,0.0,2,2,1,0,5,2,0
100558,0.75,1,33.0,47.5,1.0,1,4,1.0,0.0,0.0,0.0,2,2,0,0,1,3,0
100562,0.6666666666666666,0,21.833333333333332,47.5,0.0,1,9,0.8888888888888888,0.0,0.1111111111111111,0.0,1,2,0,0,5,4,0
100563,0.5,0,37.5,27.5,0.0,2,2,0.0,1.0,0.0,0.0,1,1,0,0,0,2,0
100568,0.25,1,32.5,47.5,0.0,1,4,1.0,0.0,0.0,0.0,2,2,0,0,0,4,0
100572,0.6666666666666666,0,34.166666666666664,27.5,0.0,2,3,0.0,1.0,0.0,0.0,1,1,0,0,0,3,0
100575,1.0,1,16.833333333333332,27.5,0.0,3,3,0.3333333333333333,0.0,0.6666666666666666,0.0,3,3,0,0,2,1,1
100580,0.25,0,31.25,47.5,1.0,3,4,0.0,0.0,1.0,0.0,2,3,1,0,2,2,0
100584,0.4,1,30.2,47.5,1.0,1,5,1.0,0.0,0.0,0.0,1,2,0,0,1,4,0
100588,0.3333333333333333,0,50.833333333333336,27.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
100594,1.0,1,57.75,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
100595,1.0,1,47.5,47.5,0.0,2,1,0.0,1.0,0.0,0.0,3,3,0,0,0,1,1
100607,0.25,1,27.0,47.5,0.06617256804913185,1,3,0.6666666666666666,0.3333333333333333,0.0,0.0,1,1,0,0,2,2,0
100622,0.5,0,27.5,27.5,0.0,3,2,0.0,0.0,1.0,0.0,1,1,1,1,0,2,0
100623,0.4,1,30.8,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,1,4,0
100630,0.0,0,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,3,3,0,0,0,1,0
100633,0.3333333333333333,0,61.166666666666664,68,1.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
100636,0.6666666666666666,1,34.833333333333336,47.5,0.0,2,3,0.0,1.0,0.0,0.0,2,2,0,0,1,2,0
100641,0.6,1,22.0,27.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,2,3,0
100649,0.0,0,47.5,47.5,0.0,2,1,0.0,1.0,0.0,0.0,3,3,0,0,0,1,1
100656,0.5,1,51.875,47.5,1.0,1,4,1.0,0.0,0.0,0.0,2,3,0,0,0,4,1
100661,1.0,1,12.333333333333334,27.5,0.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,2,1,0
100662,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100663,0.3333333333333333,1,45.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
100664,0.25,1,28.5,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
100666,0.0,0,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
100668,0.5,1,66.25,85,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100671,0.5,1,17.0,27.5,0.0,2,2,0.0,1.0,0.0,0.0,2,2,0,0,1,1,0
100681,0.5,1,13.75,27.5,1.0,3,2,0.0,0.0,1.0,0.0,2,2,0,0,1,1,0
100686,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100689,0.5,1,85.0,85,0.0,1,2,1.0,0.0,0.0,0.0,1,2,0,0,0,2,0
100690,0.0,0,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100692,1.0,1,32.0,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,1,1,0
100693,0.6666666666666666,1,30.5,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
100697,0.3333333333333333,1,34.166666666666664,27.5,0.0,3,3,0.0,0.0,1.0,0.0,1,1,0,0,0,3,0
100700,0.3333333333333333,1,15.5,19,1.0,3,3,0.0,0.0,1.0,0.0,3,3,1,0,1,2,0
100705,0.3333333333333333,0,34.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
100714,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
100719,0.5,0,45.0,62.5,0.0,3,2,0.0,0.0,1.0,0.0,1,1,1,1,0,2,0
100720,0.5,1,85.0,85,0.0,1,2,1.0,0.0,0.0,0.0,1,2,0,0,0,2,0
100722,0.5,1,30.25,47.5,0.0,1,4,1.0,0.0,0.0,0.0,2,2,0,0,2,2,0
100724,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100726,0.0,0,60.0,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
100741,0.6,1,17.9,27.5,0.2,2,5,0.0,1.0,0.0,0.0,1,1,0,0,3,2,0
100742,1.0,1,9.166666666666666,27.5,0.0,3,3,0.0,0.0,1.0,0.0,1,1,0,0,2,1,0
100753,0.6666666666666666,1,40.833333333333336,47.5,0.0,3,3,0.0,0.0,1.0,0.0,1,1,0,0,0,3,0
100761,0.75,1,28.0,27.5,0.0,2,4,0.0,1.0,0.0,0.0,2,3,0,0,1,3,0
100768,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100781,0.4,1,21.6,27.5,1.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,3,2,0
100783,0.3333333333333333,1,61.166666666666664,68,0.0,1,3,1.0,0.0,0.0,0.0,3,3,0,0,0,3,1
100784,0.75,1,20.875,27.5,0.0,2,4,0.0,1.0,0.0,0.0,1,1,0,0,2,2,0
100785,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
100792,0.5,1,45.0,62.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100796,0.0,0,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100798,0.5,1,19.75,27.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
100799,0.6,1,27.7,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,3,2,0
100804,1.0,1,85.0,85,0.0,3,1,0.0,0.0,1.0,0.0,2,2,0,0,0,1,0
100805,0.5,1,31.875,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,1,3,0
100808,0.0,0,23.25,19,0.0,2,2,0.0,1.0,0.0,0.0,2,2,0,0,0,2,0
100810,0.5,1,14.75,27.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
100813,1.0,1,19.0,19,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
100816,0.6666666666666666,1,61.166666666666664,47.5,0.0,3,3,0.0,0.0,1.0,0.0,1,1,1,1,0,3,0
100822,0.0,0,27.5,27.5,1.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,0,1,0
100827,0.0,0,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,2,2,0,0,0,1,0
100831,0.5,1,62.5,62.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100832,0.25,1,42.5,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,0,4,0
100835,0.0,0,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,1,1,0,0,0,1,0
100840,0.5,1,66.25,85,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
100841,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,1
100843,0.8,0,36.7,27.5,0.0,3,5,0.2,0.0,0.8,0.0,1,1,1,0,1,4,0
100845,0.3333333333333333,1,40.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,0,3,1
100857,0.4,0,24.9,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,3,2,0
100870,1.0,1,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,1,1,1,1,0,1,0
100875,0.5714285714285714,1,24.357142857142858,47.5,1.0,3,7,0.0,0.0,1.0,0.0,2,3,1,0,3,4,0
100885,1.0,1,85.0,85,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100888,0.5,0,51.875,27.5,0.0,3,4,0.0,0.0,1.0,0.0,1,1,1,0,0,4,0
100889,0.4,1,12.6,27.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,3,2,0
100900,0.4,1,55.1,47.5,0.0,2,5,0.0,1.0,0.0,0.0,1,1,0,0,0,5,1
100901,0.5,1,23.5,47.5,0.0,1,6,1.0,0.0,0.0,0.0,1,1,0,0,4,2,0
100903,1.0,1,15.5,27.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,2,1,0
100905,1.0,1,13.75,27.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,1,1,0
100908,1.0,1,68.0,68,1.0,3,1,0.0,0.0,1.0,0.0,3,3,0,0,0,1,0
100917,1.0,1,15.0,27.5,0.0,3,4,0.0,0.0,1.0,0.0,2,2,0,0,3,1,0
100920,1.0,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
100925,0.5,1,15.875,27.5,1.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
100927,1.0,1,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,2,2,0,0,0,1,0
100928,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100929,0.75,0,29.5,47.5,1.0,3,4,0.0,0.0,1.0,0.0,3,3,0,0,2,2,0
100933,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100934,0.5,0,85.0,85,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
100939,1.0,1,47.5,47.5,0.0,2,1,0.0,1.0,0.0,0.0,2,2,0,0,0,1,1
100948,0.5,1,68.0,68,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100953,1.0,1,62.5,62.5,1.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
100958,0.5,1,55.0,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
