,hhnum,adltfscat,binadltfscat,fincondition,region,rural,rrindicator,targetgroup,inchhavg_r,snapnowhh,povthresh_hh,elig_units1,percent_poverty,percent_female,pr_sex,avg_age_r,pr_age_r,hispanic,mode_racecat_r,alt_pnum,prop_white,prop_black,prop_other,prop_narace,educcat,pr_educcat,ncimmigrant_any,ncimmigrant_every,nchildren,nadults,disabled
0,100012,2,0,4,3,1,31,4,4667.33,1,2340.58333333333,0,199.40883682842625,0.4,0,29.1,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,2,0,0,2,3,0
1,100015,2,0,3,3,0,30,2,1200.0,0,995.416666666667,1,120.55253244035158,0.0,0,62.5,62.5,0.0,2,1,0.0,1.0,0.0,0.0,2,2,0,0,0,1,0
2,100024,2,0,3,2,0,20,3,5024.5,0,1318.75,0,381.0047393364929,0.5,1,32.0,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,1,1,0
3,100026,3,1,3,3,1,31,2,1800.0,0,1281.16666666667,0,140.49694289059417,0.5,1,27.5,27.5,0.0,1,2,1.0,0.0,0.0,0.0,3,3,0,0,0,2,0
4,100028,4,1,4,1,0,10,4,3998.0,1,3101.41666666667,1,128.90883198538288,0.3333333333333333,1,26.58333333333333,47.5,0.0,1,6,1.0,0.0,0.0,0.0,3,3,0,0,2,4,1
5,100031,1,0,1,1,0,10,3,7820.65184448042,0,1156.5,0,676.2344872010739,0.5,1,65.25,68.0,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
6,100040,1,0,2,3,0,30,4,1500.0,1,1156.5,1,129.70168612191958,0.5,0,57.75,47.5,1.0,3,2,0.0,0.0,1.0,0.0,1,1,0,0,0,2,0
7,100049,1,0,2,2,0,20,3,3263.338,0,1496.58333333333,0,218.0525419009972,0.0,0,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,1,1,1,1,0,1,0
8,100053,3,1,4,3,0,30,3,3033.33,0,1281.16666666667,0,236.76310654351443,1.0,1,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
9,100054,1,0,1,4,0,40,3,15000.0,0,1940.25,0,773.0962504831851,0.25,0,20.5,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
10,100055,1,0,3,3,1,31,2,2000.0,0,1940.25,1,103.07950006442468,0.5,1,14.0,27.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
11,100059,1,0,2,4,0,40,3,5995.0,0,1940.25,0,308.980801443113,0.25,0,14.25,27.5,1.0,1,4,1.0,0.0,0.0,0.0,1,1,1,0,2,2,0
12,100060,1,0,1,2,0,20,2,1377.0,0,1281.16666666667,1,107.48016131130453,0.5,1,47.5,47.5,0.0,2,2,0.0,1.0,0.0,0.0,3,3,0,0,0,2,1
13,100061,1,0,3,3,1,31,3,3025.4,0,995.416666666667,0,303.9330263708664,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
14,100067,2,0,3,2,0,20,3,8952.67,0,2556.5,0,350.1924506160767,0.2,0,10.2,27.5,0.0,1,5,0.8,0.0,0.2,0.0,1,1,0,0,4,1,0
15,100069,3,1,3,4,0,40,4,2822.0,1,2005.75,1,140.6955004362458,0.5,1,37.75,47.5,0.25,3,4,0.25,0.0,0.75,0.0,1,1,0,0,1,3,0
16,100073,3,1,3,1,1,11,4,1935.0,1,1156.5,1,167.31517509727627,0.5,1,66.25,85.0,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
17,100074,1,0,4,1,0,10,3,6253.0,0,2379.83333333333,0,262.74949226136323,0.3333333333333333,1,34.166666666666664,47.5,0.6666666666666666,1,3,1.0,0.0,0.0,0.0,2,2,0,0,0,3,0
18,100076,4,1,2,2,0,20,4,4580.0,1,1940.25,0,236.0520551475325,0.6666666666666666,1,13.0,27.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,2,1,0
19,100083,2,0,3,2,0,20,2,1523.0,0,995.416666666667,1,153.00125575554623,1.0,1,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
20,100088,2,0,3,2,0,20,3,3600.0,0,1540.0,0,233.76623376623377,0.6666666666666666,1,34.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
21,100093,4,1,4,4,0,40,3,4200.0,0,2283.33333333333,0,183.94160583941635,0.8,1,22.0,27.5,0.0,3,5,0.2,0.0,0.8,0.0,1,1,0,0,3,2,0
22,100095,3,1,4,2,0,20,2,1534.0,0,917.583333333333,1,167.17827626918543,1.0,1,85.0,85.0,0.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,0,1,0
23,100104,1,0,2,4,0,40,3,12320.0,0,1540.0,0,800.0,0.6666666666666666,0,19.33333333333333,27.5,0.0,3,3,0.3333333333333333,0.0,0.6666666666666666,0.0,2,2,0,0,1,2,0
24,100106,4,1,3,3,1,31,2,2613.0,0,1541.5,0,169.51021732079144,0.6666666666666666,1,16.833333333333332,27.5,0.0,1,3,0.6666666666666666,0.0,0.3333333333333333,0.0,1,1,0,0,2,1,0
25,100107,1,0,2,1,0,10,4,1192.64367307287,1,2005.75,1,59.46123260989006,0.5,1,34.375,47.5,0.0,1,4,1.0,0.0,0.0,0.0,3,3,0,0,1,3,0
26,100110,4,1,3,1,0,10,4,2639.98988940414,1,2379.83333333333,1,110.93171326020632,0.6,1,33.6,47.5,0.0,1,5,1.0,0.0,0.0,0.0,2,2,0,0,0,5,1
27,100114,1,0,2,1,0,10,3,7900.0,0,995.416666666667,0,793.6375052323145,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
28,100128,1,0,2,2,1,21,3,2546.0,0,1156.5,0,220.14699524427152,0.5,1,85.0,85.0,0.0,1,2,1.0,0.0,0.0,0.0,3,3,0,0,0,2,0
29,100132,3,1,4,1,0,10,4,855.4,1,3054.25,1,28.006875665056885,0.6666666666666666,1,21.416666666666668,47.5,1.0,3,6,0.0,0.0,1.0,0.0,1,1,1,0,3,3,0
30,100135,1,0,3,2,1,21,4,615.77409997,1,1281.16666666667,1,48.06354364277339,1.0,1,16.5,16.5,0.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,1,0,0
31,100138,3,1,3,4,0,40,4,6976.60057670997,1,3968.33333333333,1,175.80681839672346,0.4285714285714285,1,16.357142857142858,27.5,0.0,1,7,1.0,0.0,0.0,0.0,2,3,0,0,5,2,0
32,100140,2,0,1,4,0,40,3,21805.45279398,0,2340.58333333333,1,931.6247143794651,0.6,1,25.7,47.5,1.0,3,5,0.0,0.0,1.0,0.0,3,3,1,0,2,3,0
33,100146,3,1,4,2,0,20,2,1260.0,0,995.416666666667,1,126.58015906236915,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
34,100148,1,0,3,4,0,40,2,3282.13726894144,0,2340.58333333333,1,140.2273194976229,0.6,1,23.2,47.5,1.0,3,5,0.0,0.0,1.0,0.0,1,3,0,0,2,3,0
35,100150,2,0,2,3,0,30,4,1716.33,1,2005.75,1,85.57048485603889,1.0,1,39.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,3,3,0,0,1,2,0
36,100151,1,0,2,3,1,31,4,4223.0,1,2283.33333333333,0,184.94890510948935,0.2,0,14.3,27.5,0.0,2,5,0.0,1.0,0.0,0.0,1,1,0,0,3,2,0
37,100155,1,0,1,2,1,21,3,10080.0,0,1281.16666666667,0,786.7828801873272,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
38,100158,3,1,4,4,0,40,3,11970.0,0,4153.75,0,288.1733373457719,0.5,1,36.0,47.5,0.0,3,10,0.0,0.0,1.0,0.0,1,1,0,0,3,7,1
39,100159,3,1,4,4,0,40,4,212.786485140315,1,1541.5,1,13.803858912767758,1.0,1,22.5,47.5,1.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,2,1,1
40,100162,3,1,4,2,0,20,2,1120.0,0,995.416666666667,1,112.51569694432814,0.0,0,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0
41,100163,1,0,2,3,0,30,4,3640.0,1,1540.0,0,236.36363636363637,0.6666666666666666,1,33.166666666666664,27.5,1.0,1,3,1.0,0.0,0.0,0.0,2,2,0,0,1,2,0
42,100167,4,1,4,3,0,30,3,2680.0,0,1281.16666666667,0,209.1843371926624,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,0,1,0
43,100174,2,0,4,3,1,31,4,1574.0,1,2005.75,1,78.47438613984794,0.3333333333333333,1,30.5,47.5,0.0,1,3,0.6666666666666666,0.0,0.3333333333333333,0.0,3,3,0,0,1,2,0
44,100183,3,1,5,1,1,11,1,877.5,0,2340.58333333333,1,37.49065403923529,0.8,1,25.9,47.5,0.0,1,5,0.8,0.0,0.2,0.0,2,2,0,0,2,3,0
45,100186,1,0,1,2,0,20,3,5680.0,0,995.416666666667,0,570.6153202176641,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
46,100188,1,0,3,4,0,40,2,2300.0,0,1156.5,1,198.8759187202767,1.0,1,66.25,85.0,1.0,1,2,1.0,0.0,0.0,0.0,1,1,1,0,0,2,0
47,100192,3,1,4,4,0,40,4,2673.338,1,2556.5,1,104.57023274007433,0.6666666666666666,1,16.083333333333332,47.5,0.0,1,6,1.0,0.0,0.0,0.0,1,1,1,0,4,2,0
48,100194,2,0,3,4,0,40,3,6325.0,0,1973.41666666667,0,320.51011359317545,0.5,1,30.375,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,0,4,0
49,100197,1,0,1,3,0,30,3,10333.33,0,995.416666666667,0,1038.0909167015484,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
50,100203,2,0,3,3,0,30,1,1550.0,0,1540.0,1,100.64935064935065,0.6666666666666666,1,39.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
51,100207,1,0,2,2,0,20,3,2800.0,0,1318.75,1,212.3222748815166,0.5,1,25.25,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,1,1,0
52,100209,3,1,4,3,0,30,4,1260.0,1,2414.5,1,52.18471733278112,0.6,1,31.6,47.5,1.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,1,4,0
53,100210,2,0,3,1,0,10,3,6500.0,0,2340.58333333333,0,277.7085484387799,0.4,1,28.8,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,2,3,0
54,100214,3,1,2,3,0,30,3,2630.0,0,1281.16666666667,1,205.28164433459034,0.5,1,47.5,47.5,1.0,3,2,0.0,0.0,1.0,0.0,3,3,1,1,0,2,0
55,100220,1,0,4,1,0,10,4,1680.0,1,1947.0,1,86.28659476117103,0.5,1,21.0,47.5,0.0,3,4,0.25,0.0,0.75,0.0,1,1,0,0,3,1,0
56,100223,1,0,2,4,1,41,2,3000.0,0,1940.25,0,154.61925009663705,0.75,1,29.5,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,1,0,2,2,0
57,100225,1,0,2,3,0,30,2,1973.67,0,1156.5,1,170.65888456549936,0.5,1,66.25,85.0,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
58,100228,1,0,1,2,0,20,3,13797.0,0,1496.58333333333,0,921.8998830669879,0.3333333333333333,1,40.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
59,100229,2,0,3,4,0,40,3,5320.0,0,2283.33333333333,0,232.99270072992738,0.6,0,18.1,47.5,0.0,3,5,0.2,0.0,0.8,0.0,1,1,0,0,3,2,0
60,100231,3,1,3,4,1,41,3,4460.0,0,1281.16666666667,0,348.12020294002775,0.5,1,47.5,47.5,0.5,1,2,0.5,0.0,0.5,0.0,2,2,0,0,0,2,0
61,100238,2,0,4,4,0,40,3,7850.91170796,0,1281.16666666667,0,612.7939410401962,0.5,1,55.0,62.5,1.0,1,2,1.0,0.0,0.0,0.0,3,3,0,0,0,2,0
62,100240,1,0,4,4,0,40,4,3515.54733950763,1,3253.16666666667,1,108.06539288409118,0.7142857142857143,1,17.214285714285715,47.5,0.7142857142857143,1,7,1.0,0.0,0.0,0.0,1,1,0,0,5,2,1
63,100244,1,0,2,3,1,31,3,4900.0,0,1281.16666666667,0,382.4639000910619,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,2,0,0,0,2,0
64,100246,2,0,2,3,0,30,2,3500.0,0,1973.41666666667,1,177.35737511084807,0.25,0,37.5,27.5,0.0,2,4,0.0,1.0,0.0,0.0,2,2,0,0,0,4,0
65,100255,3,1,3,4,0,40,2,4780.0,0,4237.41666666667,1,112.804578261126,0.75,1,44.375,47.5,1.0,1,8,1.0,0.0,0.0,0.0,1,2,0,0,0,8,0
66,100262,1,0,2,4,0,40,3,3220.54100832762,0,995.416666666667,0,323.5369786515817,0.0,0,47.5,47.5,1.0,3,1,0.0,0.0,1.0,0.0,2,2,0,0,0,1,0
67,100267,2,0,3,3,1,31,4,3050.0,1,2340.58333333333,0,130.30939580588904,0.4,1,27.4,47.5,0.0,1,5,1.0,0.0,0.0,0.0,1,1,0,0,2,3,0
68,100268,2,0,3,3,0,30,3,8053.338,0,1973.41666666667,0,408.0911110172705,0.5,0,59.125,85.0,1.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,0,4,0
69,100272,4,1,5,4,0,40,4,0.0,1,1940.25,1,0.0,0.5,1,29.5,47.5,1.0,1,4,1.0,0.0,0.0,0.0,3,3,1,0,2,2,0
70,100273,2,0,3,2,1,21,2,3500.0,0,1940.25,0,180.38912511274322,0.5,1,15.25,27.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
71,100274,1,0,2,2,0,20,3,2350.0,0,1281.16666666667,0,183.42656432938682,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
72,100276,1,0,3,2,1,21,3,3008.55,0,1156.5,0,260.14267185473415,0.5,1,76.5,68.0,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
73,100283,1,0,2,4,0,40,4,2897.0,1,1156.5,0,250.49718979680068,0.5,0,66.25,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,1
74,100284,2,0,3,1,1,11,4,801.0,1,917.583333333333,1,87.29452365816005,1.0,1,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
75,100286,1,0,2,3,1,31,2,1341.60910245009,0,1281.16666666667,1,104.71776524912866,0.0,0,37.5,27.5,0.0,1,2,1.0,0.0,0.0,0.0,1,2,0,0,0,2,0
76,100287,1,0,3,3,1,31,3,3563.41515422938,0,1541.5,0,231.16543329415373,0.6666666666666666,1,24.5,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,2,1,0
77,100292,1,0,1,4,1,41,3,8079.99999999999,0,1281.16666666667,0,630.675165864444,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,2,0,0,0,2,0
78,100295,1,0,3,3,1,31,3,15120.0,0,1281.16666666667,0,1180.174320280991,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
79,100296,4,1,5,2,0,20,4,628.0,1,1281.16666666667,1,49.017822297385074,0.0,0,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0
80,100297,3,1,3,3,0,30,4,3277.52382672513,1,3968.33333333333,1,82.59194859450146,0.6666666666666666,1,17.555555555555557,47.5,1.0,1,9,1.0,0.0,0.0,0.0,1,3,1,0,5,4,0
81,100304,1,0,2,2,0,20,3,10000.0,0,2379.83333333333,0,420.19749282162684,0.4,0,33.6,27.5,0.0,3,5,0.0,0.0,1.0,0.0,1,1,0,0,0,5,0
82,100305,2,0,5,4,0,40,2,1316.0,0,1318.75,1,99.7914691943128,1.0,1,32.0,47.5,1.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,1,1,0
83,100317,1,0,5,4,0,40,3,5000.0,0,1940.25,0,257.69875016106175,0.25,1,20.625,47.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
84,100319,3,1,3,4,0,40,4,7302.78672664203,1,2379.83333333333,0,306.8612673146036,0.6,0,37.9,27.5,0.0,3,5,0.0,0.0,1.0,0.0,1,1,0,0,0,5,0
85,100322,1,0,4,3,1,31,2,2000.0,0,1496.58333333333,1,133.63773038587922,0.3333333333333333,0,65.83333333333333,85.0,0.3333333333333333,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
86,100323,1,0,2,4,0,40,4,1012.0,1,1940.25,1,52.158227032598894,0.25,1,24.5,27.5,1.0,1,4,0.75,0.0,0.25,0.0,1,1,0,0,2,2,1
87,100324,4,1,4,2,0,20,4,568.0,1,2283.33333333333,1,24.875912408759163,0.8,1,17.3,47.5,1.0,2,5,0.0,1.0,0.0,0.0,1,1,0,0,3,2,1
88,100325,2,0,2,1,1,11,4,1000.0,1,917.583333333333,1,108.98192716374537,1.0,1,85.0,85.0,0.0,1,1,1.0,0.0,0.0,0.0,3,3,0,0,0,1,0
89,100330,3,1,3,2,0,20,2,2467.0,0,1540.0,1,160.1948051948052,0.6666666666666666,1,20.5,27.5,0.0,3,3,0.0,0.0,1.0,0.0,1,1,1,0,1,2,0
90,100337,2,0,3,3,0,30,3,3360.0,0,1281.16666666667,0,262.2609600624424,0.5,1,37.5,47.5,1.0,1,2,1.0,0.0,0.0,0.0,1,3,0,0,0,2,0
91,100339,3,1,3,3,0,30,4,1396.0,1,1281.16666666667,1,108.9631845973719,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
92,100341,1,0,3,2,0,20,2,1236.2,0,995.416666666667,0,124.18920050230217,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
93,100350,2,0,4,3,0,30,2,1190.0,0,995.416666666667,1,119.54792800334863,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
94,100360,1,0,1,2,0,20,3,2829.00724793609,0,1156.5,1,244.61800673896153,0.5,0,73.75,85.0,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
95,100361,1,0,3,1,0,10,3,7677.99381396955,0,1496.58333333333,0,513.0348336078557,0.6666666666666666,0,45.833333333333336,62.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
96,100363,1,0,2,1,0,10,3,6545.0,0,1973.41666666667,0,331.6582914572859,0.75,1,51.375,62.5,0.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,0,4,0
97,100368,1,0,3,2,0,20,1,843.0,0,995.416666666667,1,84.68815403934698,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,1
98,100369,1,0,1,3,0,30,3,3946.0,0,1156.5,0,341.20190229139644,0.5,1,76.5,68.0,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
99,100373,2,0,4,4,0,40,3,3033.338,0,1281.16666666667,0,236.7637309743717,0.5,1,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
100,100380,4,1,5,1,0,10,4,1411.0,1,1156.5,1,122.00605274535236,0.5,1,73.75,62.5,0.0,1,2,1.0,0.0,0.0,0.0,1,3,0,0,0,2,0
101,100381,1,0,2,3,1,31,3,7700.0,0,1156.5,0,665.8019887591872,0.5,1,65.25,68.0,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
102,100384,1,0,1,2,1,21,2,2088.0,0,1156.5,0,180.54474708171207,0.5,1,76.5,68.0,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
103,100389,1,0,2,1,0,10,3,3360.0,0,1156.5,0,290.53177691309986,0.5,0,85.0,85.0,0.0,1,2,1.0,0.0,0.0,0.0,1,2,0,0,0,2,0
104,100391,1,0,3,2,0,20,2,2500.0,0,1540.0,1,162.33766233766232,0.6666666666666666,1,19.33333333333333,27.5,0.0,2,3,0.0,1.0,0.0,0.0,1,1,0,0,1,2,0
105,100406,4,1,4,2,0,20,1,801.0,0,995.416666666667,1,80.46881540393468,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,1
106,100408,1,0,3,3,1,31,3,25650.0,0,1281.16666666667,0,2002.0814361909668,0.5,0,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
107,100409,4,1,3,1,0,10,4,3128.23103427601,1,3149.58333333333,1,99.32205956161441,0.5,1,49.583333333333336,47.5,1.0,1,6,1.0,0.0,0.0,0.0,1,2,1,0,0,6,0
108,100419,4,1,1,2,0,20,2,1864.73891942691,0,1156.5,1,161.2398546845577,0.5,0,76.5,85.0,1.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
109,100426,4,1,4,1,0,10,1,0.0,0,1540.0,1,0.0,0.3333333333333333,1,25.666666666666668,27.5,1.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
110,100436,2,0,5,4,0,40,4,4190.0,1,2863.5,0,146.3244281473721,0.5714285714285714,0,20.357142857142858,47.5,1.0,1,7,1.0,0.0,0.0,0.0,3,3,1,0,5,2,0
111,100438,1,0,2,3,0,30,2,1800.0,0,1281.16666666667,1,140.49694289059417,1.0,1,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
112,100442,1,0,2,1,1,11,3,5459.0,0,1281.16666666667,0,426.09600624430743,0.5,1,62.5,62.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
113,100444,1,0,3,3,0,30,4,2962.01973904075,1,2340.58333333333,1,126.55049264246468,0.0,0,15.875,27.5,1.0,1,4,1.0,0.0,0.0,0.0,1,1,0,0,2,2,0
114,100446,1,0,3,2,1,21,3,2183.21365111128,0,995.416666666667,0,219.32661208317583,1.0,1,62.5,62.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
115,100447,1,0,3,4,0,40,3,8070.03037,0,995.416666666667,1,810.7188316450396,1.0,1,27.5,27.5,0.0,3,1,0.0,0.0,1.0,0.0,1,1,1,1,0,1,0
116,100449,3,1,3,2,0,20,4,2333.338,1,1940.25,1,120.2596572606623,0.3333333333333333,0,12.666666666666666,27.5,0.0,2,3,0.0,0.6666666666666666,0.3333333333333333,0.0,2,2,0,0,2,1,0
117,100456,2,0,4,3,0,30,4,560.0,1,1541.5,1,36.328251702886796,1.0,1,22.166666666666668,47.5,0.0,1,3,1.0,0.0,0.0,0.0,3,3,0,0,2,1,0
118,100457,1,0,2,1,0,10,3,4400.0,0,1496.58333333333,0,294.0030068489343,0.6666666666666666,1,40.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,0,3,0
119,100458,1,0,2,3,1,31,2,1600.0,0,1281.16666666667,0,124.88617145830591,0.5,0,55.0,62.5,0.0,1,2,1.0,0.0,0.0,0.0,2,3,0,0,0,2,0
120,100459,1,0,2,4,0,40,3,3936.97708279647,0,1156.5,0,340.42171057470557,0.0,0,76.5,68.0,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
121,100460,1,0,3,3,0,30,4,2267.52595331973,1,1540.0,1,147.24194502076168,0.6666666666666666,1,32.666666666666664,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
122,100461,4,1,4,3,1,31,4,910.0,1,1940.25,1,46.901172529313236,0.5,1,30.5,47.5,0.0,1,4,1.0,0.0,0.0,0.0,3,3,0,0,2,2,0
123,100464,1,0,2,2,0,20,1,700.0,0,995.416666666667,0,70.32231059020508,0.0,0,27.5,27.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
124,100476,1,0,2,1,0,10,2,1901.49885990545,0,1156.5,1,164.4184055257631,0.5,0,62.5,62.5,0.0,1,2,1.0,0.0,0.0,0.0,1,1,0,0,0,2,0
125,100485,3,1,2,3,0,30,4,2121.93030058063,1,2637.25,1,80.4599602078161,0.4,1,17.3,27.5,1.0,1,5,1.0,0.0,0.0,0.0,2,2,1,0,3,2,0
126,100486,1,0,2,3,1,31,3,8333.25,0,1540.0,0,541.1201298701299,0.6666666666666666,0,37.16666666666666,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
127,100487,3,1,4,3,0,30,3,4423.338,0,2005.75,0,220.53286800448709,0.25,1,34.0,47.5,0.0,2,4,0.0,1.0,0.0,0.0,1,1,0,0,1,3,0
128,100489,2,0,4,3,1,31,1,490.0,0,995.416666666667,1,49.22561741314356,0.0,0,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,1,1,0,0,0,1,0
129,100490,1,0,1,2,1,21,3,8032.11772025461,0,1940.25,0,413.9733395312258,0.75,1,23.5,27.5,0.0,1,4,1.0,0.0,0.0,0.0,2,2,0,0,2,2,0
130,100493,1,0,2,4,0,40,3,15348.0394262297,0,1540.0,0,996.6259367681623,0.6666666666666666,1,34.833333333333336,47.5,0.0,1,3,1.0,0.0,0.0,0.0,1,1,0,0,1,2,0
131,100494,1,0,3,2,0,20,3,3173.33,0,995.416666666667,0,318.79413980745073,0.0,0,27.5,27.5,0.0,2,1,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0
132,100499,4,1,4,4,0,40,3,4610.56795202,0,1281.16666666667,1,359.87261236008754,0.0,0,27.5,27.5,1.0,1,2,1.0,0.0,0.0,0.0,3,3,1,1,0,2,0
133,100501,4,1,5,3,0,30,4,605.0,1,1496.58333333333,1,40.425413441728466,0.0,0,47.5,47.5,0.0,2,1,0.0,1.0,0.0,0.0,2,2,0,0,0,1,0
134,100502,4,1,3,3,1,31,4,4470.34,1,2637.25,0,169.5076310550763,0.6666666666666666,1,23.25,27.5,0.0,1,6,1.0,0.0,0.0,0.0,2,2,0,0,3,3,1
135,100504,1,0,4,2,1,21,3,4722.0,0,1156.5,0,408.3009079118028,0.5,1,85.0,85.0,0.0,3,2,0.5,0.0,0.5,0.0,1,1,0,0,0,2,0
136,100506,3,1,4,2,0,20,3,1760.0,0,995.416666666667,0,176.81038091251565,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,0
137,100509,1,0,2,2,0,20,3,7000.0,0,1281.16666666667,0,546.3770001300884,0.5,0,47.5,47.5,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
138,100513,1,0,2,2,1,21,3,5044.0,0,1156.5,0,436.1435365326416,0.5,1,85.0,85.0,0.0,1,2,1.0,0.0,0.0,0.0,2,2,0,0,0,2,0
139,100514,3,1,4,2,0,20,4,1406.0,1,1940.25,1,72.46488854529055,0.6666666666666666,0,22.166666666666668,47.5,0.0,2,3,0.0,1.0,0.0,0.0,3,3,0,0,2,1,0
140,100520,2,0,4,1,1,11,4,828.0,1,995.416666666667,1,83.18124738384259,1.0,1,47.5,47.5,0.0,1,1,1.0,0.0,0.0,0.0,2,2,0,0,0,1,1
141,100525,1,0,2,3,0,30,3,8399.99999999999,0,1940.25,0,432.9339002705832,0.25,1,18.5,27.5,0.0,2,4,0.0,1.0,0.0,0.0,1,1,0,0,2,2,0
